,Tweet,Affect Dimension,Unnamed: 2
1252,@OstinOng YUUUHH Ã°Å¸â„¢â€žÃ°Å¸ËœÂ­ plus clin ep and prevmed ugghhh hahaha #bitter,anger,
1253,"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen.",anger,
1254,Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,anger,
1255,"No, nipples don't offend me lol. But it's sad to me to see women purposely flaunting/sexualizing their own bodies in a very immodest way.",anger,
1256,#Hudcomedy #AdamRowe #insult Slutfaceshlongnugget,anger,
1257,never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*,anger,
1258,@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus,anger,
1259,@TillTheEndMMVI I accidetly dumped boiling water my myself Ã°Å¸ËœÂ«,anger,
1260,The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days,anger,
1261,@MarkTOByrne I offered @WholeFoods @amazon @CheapAir gold or silver but they said Nah... #bitcoin #snap,anger,
1262,whenever i pout i just want Adrian to appear and tell me to stop pouting or else,anger,
1263,I asked Jared to marry me and he said no.,anger,
1264,#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown,anger,
1265,That AK47 leave your spine with a frown,anger,
1266,come on let's make em hate Ã°Å¸ËœËœmake em pout they face Ã°Å¸â€˜Â¿Ã°Å¸ËœÂ .,anger,
1267,You boys dint know the game am I the game... life after death... better chose and know who side you on before my wrath does come upon usÃ°Å¸ËœÂ¤Ã°Å¸ËœÂ¤Ã°Å¸ËœÂ¤,anger,
1268,"Leave it on there, rule,nimber 1 of carpet cleaning!!! #worsethananatomicbomb #accidentlyspillbeeronthecarpet",anger,
1269,"@FluDino Event started! everyone is getting ready to travel to the lake of rage, where everything glows face with symbols on mouth  pouting face ",anger,
1270,Ive always wondered how long Angelina put up with Brad's crap. Not gon lie Ã°Å¸ËœÂ #bitter pouting face  face with steam from nose ,anger,
1271,Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her angry face  face with steam from nose ,anger,
1272,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage face with symbols on mouth  angry face ,anger,
1273,@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #yeller #quiet #screamer #Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,anger,
1274,@Alanafergusson snap meee pouting face ,anger,
1275,"Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving",anger,
1276,The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet .,anger,
1277,When you want to say something so bad but can't ! #furious Ã°Å¸ËœÂ¤,anger,
1278,"Being abroad is causing me to make spontaneous decisions and not worry about things which is good, but the type A part of me is fuming face with steam from nose ",anger,
1279,Recommended reading: Prisoners of Hate by Aaron Beck #anger,anger,
1280,"@LethalWeaponFOX promised I wouldn't live tweet, but @DamonkWayans + @ClayneCrawford brought it! @JordanaBrewster and #furious action FTW!",anger,
1281,.@LEAFYSZERKER @markiplier is that an insult? Sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying,anger,
1282,Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it.,anger,
1283,could never be a angry drunk lol yall weirdos just enjoy your time,anger,
1284,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver,anger,
1285,"@UMA1R_ @bilalmahmooduk @Muslim_Scientst i do not offend your Faith unless 1 persecutes me, treat me like a dog, disrespect me and even so",anger,
1286,@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.,anger,
1287,"@mdivincenzo9 he's stupid, I hate him lol face with symbols on mouth  angry face ",anger,
1288,@keithboykin unfortunately it won't end there... followers of whichever candidate isn't elected will throw tantrums. No winning this elec,anger,
1289,Ive always wondered how long Angelina put up with Brad's crap. Not gon lie Ã°Å¸ËœÂ,anger,
1290,@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.,anger,
1291,"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. #bitter",anger,
1292,@andrew_jrt I don't really understand the burst and semi auto version bc the damage doesn't change so those are essentially useless,anger,
1293,Candice's standing pout face aggravates me every week angry face ,anger,
1294,Forever angry that gh ruined Molly and morgan's bond/friendship,anger,
1295,@laura221b I've left it for my dad to deal with Ã°Å¸Ëœâ€š My work is done as soon as it's felt the wrath of my slipper Ã°Å¸ËœÂ· pouting face ,anger,
1296,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #annoyed,anger,
1297,@hanktastic1776 @sue51684 @EternalRiteWing If you watch his UN speech you can see his resentment towards us Americans!!!!Ã°Å¸â€¡ÂºÃ°Å¸â€¡Â¸Ã¢Å“ÂÃ°Å¸â€¡ÂºÃ°Å¸â€¡Â¸ angry face ,anger,
1298,@sarahhiggins90 @lokiscottishrap So much animosity towards Loki who is fighting the same battle as you. Surely not the best use of energy. angry face ,anger,
1299,"@dreamsandpocky Like, despite all my irritation towards ur ship, at least its canon. BuckyNat is canon, (and clintwanda is canon) angry face ",anger,
1300,Autocorrect changes ''em' to 'me' which I resent greatly pouting face ,anger,
1301,I just killed a spider so big it sprayed spider guts on me like a horror movie.\n#ugh #revenge angry face ,anger,
1302,@Nigerianscamsss @TrillSmith you think I came back to twitter and not ruffle a few bushes? Tuh. pouting face ,anger,
1303,Think I really broke young bull hurt Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸ËœÂ­Ã°Å¸ËœÂ­ u can tell by how bitter and mad he is Ã°Å¸ËœÅ Ã°Å¸ËœÅ Ã°Å¸ËœÂ Ã°Å¸ËœÂ ,anger,
1304,If i could just get my line to block! #germantownbroncos #lilleague #popwarner #Broncos #usafootball #offense #lineman pouting face ,anger,
1305,@EASPORTS_MUT fix this home/away deptch chart invalid glitch. I have to close madden and re-open it everytime this happens,anger,
1306,"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just #angry pouting face ",anger,
1307,@KimLy resent,anger,
1308,@__NETFLIXNCHILL I fuck with madden way harder,anger,
1309,@m_warner21 Yikes. The wrath of Maddie...,anger,
1310,at least 5 ppl have left my stores in a huff in the past year but ive never had anyone call guest service on me yet so pouting face ,anger,
1311,"I'll happily be rude to people who personally insult me unprovoked, they deserve it Ã°Å¸â€˜Â Just as good people deserve respect face with steam from nose ",anger,
1312,India should now react to the uri attack.....,anger,
1313,don't provoke me after letting me down !,anger,
1314,@Deadspin @Rlblack1Rob My guess is he's just a convenient target for misplaced anger. What they're really mad at is how they played.,anger,
1315,"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts.",anger,
1316,@jwolfie_ why you gotta use the dark skin emoji #offended,anger,
1317,@pbhushan1 @IndianExpress so in your opinion is this the worst delhi govt? #acrid #hypocrisy,anger,
1318,Girls irritate me so much lol,anger,
1319,the world drives whoever it has assessed as tenderhearted or vulnerable to build up their guards &amp; invigorate raging self defense mechanisms pouting face ,anger,
1320,"If angry, bash out your frustration on the pastry #GBBO",anger,
1321,@deshbhakthoon always unhappy and easily offended. angry face ,anger,
1322,"me: wow today's such a good day \n*an hour later: burns food, gets sick, spills boiling hot water on myself*\nme: never mind pouting face  face with steam from nose ",anger,
1323,Will give #sleepnumber another chance for customer service. Today's growl is 15+ minutes on hold. Overall bed + service = very unimpressive.,anger,
1324,@hollyrobinson__ Part 2-was buzzing for a cheeky squashie or two-this was NOT what i expected.SORT IT OUT! #food #angry @coopuk @coopukfood pouting face ,anger,
1325,@jonfavs Don King is an insult to the intelligence of the Black Community. What are these people thinking? pouting face ,anger,
1326,Me and these burns that I pick up off the pitches don't get on at all like Ã°Å¸ËœÂ¢Ã°Å¸ËœÂ¢ #sting angry face ,anger,
1327,I can see how this will end\nIn all its bitter tragedy\nI'll give you all I have to spend\nAnd you'll give nothing back to me,anger,
1328,@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me pouting face  pouting face ,anger,
1329,"Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff Ã°Å¸â„¢â€ž",anger,
1330,Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH,anger,
1331,"I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE.",anger,
1332,@eNCA what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall,anger,
1333,@atheist_taco @DrJillStein :^) well cucks among her ranks agree equally about their outrage of black youths shot and harambe.,anger,
1334,No offense but to the ppl out there using creams to build your glutes...COME ON. Go squat and what not. pouting face ,anger,
1335,I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross angry face ,anger,
1336,Chick told me I look like Childish Gambino. #insult or #compliment,anger,
1337,"You offend me, @Tansorma",anger,
1338,@bassekraah. @sunilddesai @jyoti1013 @Archnahr . A2: #irritation and isolation #lifenabler,anger,
1339,ESPN just assumed I wanted their free magazines #offended,anger,
1340,@LeonWobYP b***er off. NCFC is a grudge match :),anger,
1341,@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger! #medchat pouting face ,anger,
1342,I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well,anger,
1343,Id love 2 c Gyimah in action but his coach is holding a grudge against him!,anger,
1344,@everycolorbot more like every color looks the same #triggered #colorblind #offended,anger,
1345,@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior. pouting face ,anger,
1346,"@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself -- angry face  face with symbols on mouth ",anger,
1347,@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.,anger,
1348,Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz,anger,
1349,... flat party and I instantly get bollocked about it.,anger,
